P_Pos, P_Vel, Altitude, Pressure, Acc_X, Acc_Y, Acc_Z, Latitude, Longitude, Altitude_GPS, LOCK, Satellites, q_w, q_x, q_y, q_z
-0.13,-0.01,-0.14,1016.485,-0.002707,-0.002912,-0.003618,0.000000,0.000000,0.00,0,0,0.328,0.003,-0.027,-0.944
-0.13,-0.01,-0.14,1016.485,0.003571,-0.001626,0.006248,0.000000,0.000000,0.00,0,0,0.327,0.003,-0.027,-0.944
-0.13,-0.01,-0.05,1016.474,0.002762,0.002465,0.002603,0.000000,0.000000,0.00,0,0,0.327,0.003,-0.027,-0.945
-0.13,-0.01,-0.05,1016.474,-0.004048,-0.006305,0.000181,0.000000,0.000000,0.00,0,0,0.327,0.003,-0.027,-0.945
-0.13,-0.01,-0.05,1016.474,-0.002367,0.003075,-0.002451,0.000000,0.000000,0.00,0,0,0.327,0.003,-0.027,-0.945
-0.13,-0.01,-0.06,1016.475,-0.005775,0.001470,-0.004652,0.000000,0.000000,0.00,0,0,0.326,0.003,-0.027,-0.945
-0.12,-0.01,-0.06,1016.475,0.001201,-0.002976,0.002584,0.000000,0.000000,0.00,0,0,0.326,0.003,-0.027,-0.945
-0.12,-0.01,-0.03,1016.472,0.004626,-0.004595,0.012297,0.000000,0.000000,0.00,0,0,0.326,0.003,-0.027,-0.945
-0.12,-0.00,-0.03,1016.472,-0.003416,-0.006302,0.013909,0.000000,0.000000,0.00,0,0,0.326,0.003,-0.027,-0.945
-0.12,-0.00,-0.05,1016.474,0.002744,0.006206,0.001931,0.000000,0.000000,0.00,0,0,0.326,0.003,-0.027,-0.945
-0.12,-0.00,-0.05,1016.474,-0.002655,-0.000112,-0.005951,0.000000,0.000000,0.00,0,0,0.325,0.003,-0.027,-0.945
-0.12,-0.00,-0.05,1016.474,-0.003500,0.004273,0.000167,0.000000,0.000000,0.00,0,0,0.325,0.003,-0.027,-0.945
-0.12,-0.00,-0.05,1016.474,-0.006459,0.002525,-0.000305,0.000000,0.000000,0.00,0,0,0.325,0.003,-0.027,-0.945
-0.12,-0.00,-0.05,1016.474,-0.003339,-0.003941,0.011836,0.000000,0.000000,0.00,0,0,0.325,0.003,-0.027,-0.945
-0.12,0.00,-0.05,1016.474,0.000608,-0.000406,0.004906,0.000000,0.000000,0.00,0,0,0.324,0.003,-0.027,-0.946
-0.12,0.00,-0.16,1016.487,-0.005313,-0.000852,-0.002057,0.000000,0.000000,0.00,0,0,0.324,0.003,-0.027,-0.946
-0.12,-0.00,-0.16,1016.487,-0.007905,-0.000710,-0.004087,0.000000,0.000000,0.00,0,0,0.324,0.003,-0.027,-0.946
-0.12,-0.00,-0.14,1016.485,-0.007022,0.007452,0.001881,0.000000,0.000000,0.00,0,0,0.324,0.003,-0.027,-0.946
-0.12,0.00,-0.14,1016.485,-0.002610,-0.003812,0.008432,0.000000,0.000000,0.00,0,0,0.323,0.003,-0.027,-0.946
-0.12,0.00,-0.07,1016.477,-0.002371,-0.004910,0.007516,0.000000,0.000000,0.00,0,0,0.323,0.003,-0.028,-0.946
-0.12,0.00,-0.07,1016.477,0.001577,-0.005960,0.010351,0.000000,0.000000,0.00,0,0,0.323,0.003,-0.028,-0.946
-0.12,0.01,-0.07,1016.477,-0.002072,0.002729,0.004445,0.000000,0.000000,0.00,0,0,0.322,0.003,-0.027,-0.946
-0.12,0.00,-0.07,1016.477,0.000464,-0.000498,-0.005125,0.000000,0.000000,0.00,0,0,0.322,0.003,-0.027,-0.946
-0.11,0.00,-0.06,1016.475,-0.007142,0.001449,-0.003441,0.000000,0.000000,0.00,0,0,0.322,0.003,-0.027,-0.946
-0.11,0.01,-0.06,1016.475,-0.000604,-0.005865,0.008086,0.000000,0.000000,0.00,0,0,0.322,0.003,-0.027,-0.946
-0.11,0.01,-0.07,1016.477,-0.000178,-0.003702,0.003097,0.000000,0.000000,0.00,0,0,0.321,0.003,-0.027,-0.947
-0.11,0.01,-0.07,1016.477,0.004116,0.003902,0.003057,0.000000,0.000000,0.00,0,0,0.321,0.003,-0.027,-0.947
-0.11,0.01,-0.13,1016.484,-0.000644,0.006112,-0.002063,0.000000,0.000000,0.00,0,0,0.321,0.003,-0.027,-0.947
-0.11,0.01,-0.13,1016.484,-0.001761,0.003927,-0.003201,0.000000,0.000000,0.00,0,0,0.321,0.003,-0.027,-0.947
-0.11,0.00,-0.12,1016.482,0.006205,0.011068,-0.034698,0.000000,0.000000,0.00,0,0,0.320,0.003,-0.027,-0.947
-0.11,-0.00,-0.12,1016.482,-0.008856,0.014649,-0.004177,0.000000,0.000000,0.00,0,0,0.320,0.003,-0.027,-0.947
-0.11,-0.00,-0.16,1016.487,0.006234,0.001772,0.002423,0.000000,0.000000,0.00,0,0,0.320,0.003,-0.027,-0.947
-0.11,0.00,-0.16,1016.487,-0.006862,-0.002336,0.007239,0.000000,0.000000,0.00,0,0,0.320,0.003,-0.027,-0.947
-0.12,-0.00,-0.21,1016.494,0.002707,0.004064,-0.002900,0.000000,0.000000,0.00,0,0,0.320,0.003,-0.027,-0.947
-0.12,0.00,-0.21,1016.494,-0.009921,-0.003356,0.004760,0.000000,0.000000,0.00,0,0,0.319,0.003,-0.027,-0.947
-0.12,0.00,-0.16,1016.487,-0.006452,0.000184,0.004662,0.000000,0.000000,0.00,0,0,0.319,0.003,-0.027,-0.947
-0.12,-0.00,-0.16,1016.487,0.000242,-0.001238,-0.005133,0.000000,0.000000,0.00,0,0,0.319,0.003,-0.027,-0.948
-0.12,0.00,-0.06,1016.475,0.002667,-0.002279,0.002064,0.000000,0.000000,0.00,0,0,0.318,0.003,-0.027,-0.948
-0.12,0.00,-0.06,1016.475,-0.000653,-0.000889,0.000441,0.000000,0.000000,0.00,0,0,0.318,0.003,-0.027,-0.948
-0.12,-0.00,-0.07,1016.477,-0.006050,0.002871,-0.006476,0.000000,0.000000,0.00,0,0,0.318,0.003,-0.027,-0.948
-0.12,-0.00,-0.07,1016.477,-0.003820,0.001901,-0.009314,0.000000,0.000000,0.00,0,0,0.318,0.003,-0.027,-0.948
