type	time	latitude	longitude	altitude (m)	speed (km/h)	course	sat	hdop	eos	name
T	2023-12-08 00:30:27.2	49.259476000	-123.255028333	87.8	0.3		11	1.03		
T	2023-12-08 00:30:27.4	49.259475000	-123.255029833	88.0	0.3		11	1.03		
T	2023-12-08 00:30:27.6	49.259474000	-123.255031167	88.1	0.4		11	1.03		
T	2023-12-08 00:30:27.8	49.259473333	-123.255032500	88.3	0.3		11	1.03		
T	2023-12-08 00:30:28	49.259472333	-123.255033833	88.4	0.3		11	1.03		
T	2023-12-08 00:30:28.2	49.259471333	-123.255035000	88.7	0.4		11	1.03		
T	2023-12-08 00:30:28.4	49.259470667	-123.255036000	88.8	0.3		11	1.03		
T	2023-12-08 00:30:28.6	49.259469833	-123.255037167	89.0	0.5		11	1.03		
T	2023-12-08 00:30:28.8	49.259469000	-123.255038333	89.1	0.5		11	1.03		
T	2023-12-08 00:30:29	49.259468500	-123.255039000	89.1	0.4		11	1.03		
T	2023-12-08 00:30:29.2	49.259468000	-123.255039333	89.3	0.3		11	1.03		
T	2023-12-08 00:30:29.4	49.259466667	-123.255040000	89.6	0.4		11	1.03		
T	2023-12-08 00:30:29.6	49.259466333	-123.255040333	89.7	0.4		11	1.03		
T	2023-12-08 00:30:29.8	49.259466333	-123.255040500	89.6	0.3		11	1.03		
T	2023-12-08 00:30:30	49.259466167	-123.255041000	89.7	0.3		11	1.03		
T	2023-12-08 00:30:30.2	49.259466167	-123.255041333	89.7	0.2		11	1.03		
T	2023-12-08 00:30:30.4	49.259466333	-123.255041500	89.7	0.4		11	1.03		
T	2023-12-08 00:30:30.6	49.259467333	-123.255041167	89.5	0.4		11	1.03		
T	2023-12-08 00:30:30.8	49.259468000	-123.255040667	89.3	0.2		11	1.03		
T	2023-12-08 00:30:31	49.259468500	-123.255040333	89.2	0.5		11	1.03		
T	2023-12-08 00:30:31.2	49.259469500	-123.255039333	89.1	0.2		11	1.03		
T	2023-12-08 00:30:31.4	49.259470000	-123.255039000	89.0	0.2		11	1.03		
T	2023-12-08 00:30:31.6	49.259471000	-123.255038167	88.9	0.6		11	1.03		
T	2023-12-08 00:30:31.8	49.259471833	-123.255037833	88.7	0.3		11	1.03		
T	2023-12-08 00:30:32	49.259472333	-123.255037833	88.6	0.4		11	1.03		
T	2023-12-08 00:30:32.2	49.259472833	-123.255037667	88.5	0.4		11	1.03		
T	2023-12-08 00:30:32.4	49.259473000	-123.255037833	88.5	0.5		11	1.03		
T	2023-12-08 00:30:32.6	49.259473167	-123.255038000	88.4	0.6		11	1.03		
T	2023-12-08 00:30:32.8	49.259473667	-123.255037667	88.4	0.2		11	1.03		
T	2023-12-08 00:30:33	49.259474167	-123.255037500	88.2	0.2		11	1.03		
T	2023-12-08 00:30:33.2	49.259474500	-123.255037167	88.2	0.0		11	1.03		
T	2023-12-08 00:30:33.4	49.259475333	-123.255036667	88.0	0.2		11	1.03		
T	2023-12-08 00:30:33.6	49.259475500	-123.255036500	88.0	0.1		11	1.03		
T	2023-12-08 00:30:33.8	49.259475500	-123.255036333	88.0	0.2		11	1.03		
T	2023-12-08 00:30:34	49.259475667	-123.255036500	88.0	0.3		11	1.03		
T	2023-12-08 00:30:34.2	49.259476167	-123.255036167	87.9	0.3		11	1.03		
T	2023-12-08 00:30:34.4	49.259477000	-123.255035667	87.8	0.5		11	1.03		
T	2023-12-08 00:30:34.6	49.259477833	-123.255036333	87.7	0.9		11	1.03		
T	2023-12-08 00:30:34.8	49.259479000	-123.255036833	87.6	1.3		11	1.03		
T	2023-12-08 00:30:35	49.259480333	-123.255037500	87.4	1.8		11	1.03		
T	2023-12-08 00:30:35.2	49.259481667	-123.255038833	87.4	2.6	323.5	11	1.03		
T	2023-12-08 00:30:35.4	49.259483500	-123.255040000	87.3	3.4	323.5	11	1.03		
T	2023-12-08 00:30:35.6	49.259486000	-123.255041167	87.1	4.2	323.2	11	1.03		
T	2023-12-08 00:30:35.8	49.259489000	-123.255042000	87.0	5.2	328.4	11	1.03		
T	2023-12-08 00:30:36	49.259493333	-123.255042000	86.8	6.4	329.0	11	1.03		
T	2023-12-08 00:30:36.2	49.259497667	-123.255044000	86.7	7.8	325.3	11	1.03		
T	2023-12-08 00:30:36.4	49.259501500	-123.255047833	86.5	8.9	320.9	11	1.03		
T	2023-12-08 00:30:36.6	49.259506000	-123.255051833	86.4	9.8	319.0	11	1.03		
T	2023-12-08 00:30:36.8	49.259510667	-123.255056333	86.3	10.6	317.6	11	1.03		
T	2023-12-08 00:30:37	49.259515500	-123.255061167	86.2	11.3	315.5	11	1.03		
T	2023-12-08 00:30:37.2	49.259521500	-123.255066000	86.0	12.5	315.0	11	1.03		
T	2023-12-08 00:30:37.4	49.259527167	-123.255072500	86.0	13.5	315.2	11	1.03		
T	2023-12-08 00:30:37.6	49.259533667	-123.255079333	86.0	14.7	316.4	11	1.03		
T	2023-12-08 00:30:37.8	49.259539000	-123.255087000	85.9	14.7	316.4	11	1.03		
T	2023-12-08 00:30:38	49.259545333	-123.255094500	85.9	15.3	317.9	11	1.03		
T	2023-12-08 00:30:38.2	49.259551667	-123.255102333	85.9	15.9	319.2	11	1.03		
T	2023-12-08 00:30:38.4	49.259558000	-123.255110333	85.9	16.2	320.1	11	1.03		
T	2023-12-08 00:30:38.6	49.259565167	-123.255117667	85.9	16.7	322.0	11	1.03		
T	2023-12-08 00:30:38.8	49.259572500	-123.255125333	85.8	17.3	323.8	11	1.03		
T	2023-12-08 00:30:39	49.259579500	-123.255132833	85.9	17.2	324.6	11	1.03		
T	2023-12-08 00:30:39.2	49.259586167	-123.255141000	85.8	17.1	323.9	10	1.12		
T	2023-12-08 00:30:39.4	49.259593667	-123.255147000	85.7	16.7	325.3	10	1.12		
T	2023-12-08 00:30:39.6	49.259601833	-123.255151833	85.7	16.8	329.3	10	1.12		
T	2023-12-08 00:30:39.8	49.259610333	-123.255155833	85.6	16.9	333.3	10	1.12		
T	2023-12-08 00:30:40	49.259619500	-123.255157167	85.5	17.1	339.8	10	1.12		
T	2023-12-08 00:30:40.2	49.259628000	-123.255161667	85.6	17.4	341.5	11	1.12		
T	2023-12-08 00:30:40.4	49.259635167	-123.255162667	85.5	15.7	344.1	11	1.12		
T	2023-12-08 00:30:40.6	49.259642000	-123.255164833	85.6	14.7	345.8	11	1.12		
T	2023-12-08 00:30:40.8	49.259649833	-123.255165667	85.6	15.0	349.1	11	1.03		
T	2023-12-08 00:30:41	49.259657000	-123.255166000	85.6	14.6	352.1	11	1.03		
T	2023-12-08 00:30:41.2	49.259663167	-123.255165667	85.6	13.4	355.5	11	1.03		
T	2023-12-08 00:30:41.4	49.259672333	-123.255161833	85.3	15.1	1.3	11	1.12		
T	2023-12-08 00:30:41.6	49.259680167	-123.255156167	84.9	15.1	6.9	11	1.12		
T	2023-12-08 00:30:41.8	49.259689667	-123.255149500	84.6	16.9	13.2	10	1.12		
T	2023-12-08 00:30:42	49.259698167	-123.255144000	84.7	17.6	17.5	11	1.12		
T	2023-12-08 00:30:42.2	49.259706167	-123.255137833	84.6	18.1	21.5	11	1.12		
T	2023-12-08 00:30:42.4	49.259713500	-123.255128500	84.5	18.2	27.4	11	1.12		
T	2023-12-08 00:30:42.6	49.259720667	-123.255119833	84.5	18.3	32.0	11	1.12		
T	2023-12-08 00:30:42.8	49.259728167	-123.255108000	84.5	19.6	38.1	11	1.03		
T	2023-12-08 00:30:43	49.259736500	-123.255095500	84.4	21.0	41.6	11	1.03		
T	2023-12-08 00:30:43.2	49.259744667	-123.255081833	84.2	22.0	43.9	11	1.03		
T	2023-12-08 00:30:43.4	49.259752500	-123.255066000	84.1	23.3	46.9	11	1.03		
T	2023-12-08 00:30:43.6	49.259758333	-123.255051500	84.1	23.0	50.5	11	1.03		
T	2023-12-08 00:30:43.8	49.259765000	-123.255034667	83.9	24.0	53.6	11	1.03		
T	2023-12-08 00:30:44	49.259774167	-123.255017833	83.4	25.1	53.4	11	1.03		
T	2023-12-08 00:30:44.2	49.259782667	-123.255000500	82.6	25.6	53.0	11	1.03		
T	2023-12-08 00:30:44.4	49.259790667	-123.254988833	81.8	22.7	50.9	11	1.03		
T	2023-12-08 00:30:44.6	49.259798667	-123.254976667	81.1	21.8	48.8	11	1.03		
T	2023-12-08 00:30:44.8	49.259808333	-123.254959833	80.3	23.9	48.0	11	1.03		
T	2023-12-08 00:30:45	49.259817167	-123.254948667	80.1	23.5	46.3	11	1.03		
T	2023-12-08 00:30:45.2	49.259824833	-123.254935167	79.9	23.7	46.3	11	1.03		
T	2023-12-08 00:30:45.4	49.259833833	-123.254913667	79.6	26.7	49.1	11	1.74		
T	2023-12-08 00:30:45.6	49.259843500	-123.254892000	79.5	29.1	52.7	10	1.74		
T	2023-12-08 00:30:45.8	49.259854000	-123.254870333	79.3	31.0	53.1	10	1.74		
T	2023-12-08 00:30:46	49.259865667	-123.254847833	78.9	32.8	52.5	11	1.74		
T	2023-12-08 00:30:46.2	49.259878000	-123.254824333	78.6	34.6	51.9	11	1.74		
T	2023-12-08 00:30:46.4	49.259889500	-123.254799500	78.4	36.1	52.7	11	1.74		
T	2023-12-08 00:30:46.6	49.259905167	-123.254770500	78.2	39.8	51.6	11	1.74		
T	2023-12-08 00:30:46.8	49.259920500	-123.254741833	78.1	42.3	51.0	11	1.74		
T	2023-12-08 00:30:47	49.259935667	-123.254715333	77.9	43.2	50.2	11	1.74		
T	2023-12-08 00:30:47.2	49.259944333	-123.254691500	77.5	40.4	53.0	11	1.79		
T	2023-12-08 00:30:47.4	49.259950833	-123.254670500	77.4	36.9	55.8	10	1.79		
T	2023-12-08 00:30:47.6	49.259957667	-123.254651167	77.5	34.3	56.8	11	1.79		
T	2023-12-08 00:30:47.8	49.259965667	-123.254631333	77.6	33.1	57.0	11	1.74		
T	2023-12-08 00:30:48	49.259972667	-123.254608167	77.6	32.8	59.4	10	1.74		
T	2023-12-08 00:30:48.2	49.259979333	-123.254581333	77.6	33.5	62.5	10	1.74		
T	2023-12-08 00:30:48.4	49.259987167	-123.254553667	77.4	34.4	64.0	11	1.74		
T	2023-12-08 00:30:48.6	49.259996833	-123.254527833	77.3	35.2	63.1	11	1.74		
T	2023-12-08 00:30:48.8	49.260007167	-123.254502333	77.3	36.2	61.6	11	1.74		
T	2023-12-08 00:30:49	49.260015167	-123.254475833	77.2	36.3	62.5	11	1.74		
T	2023-12-08 00:30:49.2	49.260022167	-123.254450667	77.1	35.8	63.7	11	1.79		
T	2023-12-08 00:30:49.4	49.260028167	-123.254425833	77.1	35.1	65.0	10	1.79		
T	2023-12-08 00:30:49.6	49.260036667	-123.254403667	77.3	34.5	62.8	10	1.79		
T	2023-12-08 00:30:49.8	49.260045167	-123.254380833	77.5	34.6	61.5	10	1.79		
T	2023-12-08 00:30:50	49.260053500	-123.254358500	77.5	34.1	60.8	10	1.12		
T	2023-12-08 00:30:50.2	49.260059167	-123.254337833	77.6	32.0	62.2	10	1.12		
T	2023-12-08 00:30:50.4	49.260066000	-123.254318500	77.8	31.0	61.7	10	1.12		
T	2023-12-08 00:30:50.6	49.260073000	-123.254298667	78.0	30.6	61.2	10	1.12		
T	2023-12-08 00:30:50.8	49.260081500	-123.254279667	78.3	30.5	59.1	10	1.12		
T	2023-12-08 00:30:51	49.260089833	-123.254261833	78.6	29.8	57.7	10	1.12		
T	2023-12-08 00:30:51.2	49.260096167	-123.254244333	78.6	28.3	58.2	9	1.12		
T	2023-12-08 00:30:51.4	49.260104000	-123.254227667	78.5	27.0	57.6	9	1.12		
T	2023-12-08 00:30:51.6	49.260111333	-123.254209000	78.4	26.5	58.0	9	1.12		
T	2023-12-08 00:30:51.8	49.260117000	-123.254191333	78.1	25.0	59.3	9	1.12		
T	2023-12-08 00:30:52	49.260123833	-123.254175000	78.1	23.9	59.7	9	1.12		
T	2023-12-08 00:30:52.2	49.260130667	-123.254161500	78.1	21.9	58.8	9	1.12		
T	2023-12-08 00:30:52.4	49.260137833	-123.254148833	78.1	20.4	56.5	9	1.12		
T	2023-12-08 00:30:52.6	49.260141667	-123.254133500	78.1	19.1	57.9	9	1.12		
T	2023-12-08 00:30:52.8	49.260145500	-123.254119333	78.1	17.6	60.0	9	1.12		
T	2023-12-08 00:30:53	49.260148833	-123.254106167	78.2	16.4	62.1	9	1.12		
T	2023-12-08 00:30:53.2	49.260153333	-123.254095000	78.1	15.5	62.4	9	1.12		
T	2023-12-08 00:30:53.4	49.260157167	-123.254085833	78.2	13.9	61.7	9	1.12		
T	2023-12-08 00:30:53.6	49.260161000	-123.254078500	78.5	11.8	60.6	9	1.12		
T	2023-12-08 00:30:53.8	49.260164833	-123.254071333	78.6	10.4	58.7	9	1.12		
T	2023-12-08 00:30:54	49.260167167	-123.254066167	79.0	8.5	56.7	9	1.12		
T	2023-12-08 00:30:54.2	49.260168500	-123.254061167	79.3	6.7	57.1	9	1.12		
T	2023-12-08 00:30:54.4	49.260168833	-123.254057167	79.4	4.7	58.6	9	1.12		
T	2023-12-08 00:30:54.6	49.260169000	-123.254053833	79.5	4.2	62.3	9	1.12		
T	2023-12-08 00:30:54.8	49.260169500	-123.254051500	79.5	2.9	64.3	9	1.12		
T	2023-12-08 00:30:55	49.260170500	-123.254049500	79.6	2.6	59.0	9	1.12		
T	2023-12-08 00:30:55.2	49.260171167	-123.254048333	80.0	2.2	53.0	9	1.12		
T	2023-12-08 00:30:55.4	49.260170667	-123.254047167	80.2	0.9		9	1.12		
T	2023-12-08 00:30:55.6	49.260170667	-123.254045667	80.4	0.8		9	1.12		
T	2023-12-08 00:30:55.8	49.260171000	-123.254043500	80.4	0.6		9	1.12		
T	2023-12-08 00:30:56	49.260171500	-123.254042000	80.4	0.4		9	1.12		
T	2023-12-08 00:30:56.2	49.260171833	-123.254041000	80.6	0.2		9	1.12		
T	2023-12-08 00:30:56.4	49.260172000	-123.254040167	80.7	0.1		9	1.12		
T	2023-12-08 00:30:56.6	49.260172500	-123.254039000	80.8	0.5		9	1.12		
T	2023-12-08 00:30:56.8	49.260173167	-123.254038167	80.9	0.2		9	1.12		
T	2023-12-08 00:30:57	49.260174333	-123.254036833	81.0	0.4		9	1.12		
T	2023-12-08 00:30:57.2	49.260174833	-123.254037167	81.3	0.2		9	1.12		
T	2023-12-08 00:30:57.4	49.260175333	-123.254037000	81.5	0.4		9	1.12		
T	2023-12-08 00:30:57.6	49.260175833	-123.254037333	81.6	0.8		9	1.12		
T	2023-12-08 00:30:57.8	49.260176500	-123.254036500	81.9	0.4		9	1.12		
T	2023-12-08 00:30:58	49.260176833	-123.254036833	82.1	0.4		9	1.12		
T	2023-12-08 00:30:58.2	49.260177000	-123.254037333	82.1	0.4		9	1.12		
T	2023-12-08 00:30:58.4	49.260177500	-123.254038500	82.4	0.7		9	1.12		
T	2023-12-08 00:30:58.6	49.260177667	-123.254039167	82.5	0.5		9	1.12		
T	2023-12-08 00:30:58.8	49.260177167	-123.254040000	82.6	0.6		9	1.12		
T	2023-12-08 00:30:59	49.260177000	-123.254040333	82.7	0.5		9	1.12		
T	2023-12-08 00:30:59.2	49.260177167	-123.254040333	82.9	0.3		9	1.22		
T	2023-12-08 00:30:59.4	49.260177167	-123.254039833	82.9	0.3		9	1.22		
T	2023-12-08 00:30:59.6	49.260177333	-123.254039000	83.1	0.2		9	1.12		
T	2023-12-08 00:30:59.8	49.260177333	-123.254038167	83.1	0.2		9	1.12		
T	2023-12-08 00:31:00.2	49.260177167	-123.254038000	83.4	0.2		9	1.22		
T	2023-12-08 00:31:00.4	49.260177333	-123.254037500	83.6	0.2		9	1.22		
T	2023-12-08 00:31:00.6	49.260177333	-123.254036833	83.8	0.2		9	1.22		
T	2023-12-08 00:31:00.8	49.260177000	-123.254036333	84.0	0.3		9	1.22		
T	2023-12-08 00:31:01	49.260177000	-123.254035667	84.1	0.2		9	1.22		
T	2023-12-08 00:31:01.2	49.260176667	-123.254034500	84.2	0.2		9	1.22		
T	2023-12-08 00:31:01.4	49.260177167	-123.254034000	84.4	0.4		9	1.22		
T	2023-12-08 00:31:01.6	49.260177167	-123.254033167	84.3	0.5		9	1.22		
T	2023-12-08 00:31:01.8	49.260177500	-123.254032167	84.4	0.7		9	1.22		
T	2023-12-08 00:31:02	49.260177667	-123.254030833	84.3	0.9		9	1.22		
T	2023-12-08 00:31:02.2	49.260178333	-123.254030333	84.4	1.2		9	1.12		
T	2023-12-08 00:31:02.4	49.260179333	-123.254029167	84.4	2.0	59.9	10	1.12		
T	2023-12-08 00:31:02.6	49.260180333	-123.254026833	84.3	3.1	63.4	10	1.12		
T	2023-12-08 00:31:02.8	49.260182000	-123.254024500	84.4	4.1	60.8	10	1.12		
T	2023-12-08 00:31:03	49.260184000	-123.254021500	84.4	4.3	57.8	10	1.12		
T	2023-12-08 00:31:13.8	49.260657833	-123.254100667	84.1			9	1.12		
T	2023-12-08 00:31:14	49.260674833	-123.254114333	83.9	38.4	331.9	9	1.12		
T	2023-12-08 00:31:14.2	49.260691833	-123.254128500	83.9	38.7	331.5	10	1.12		
T	2023-12-08 00:31:14.4	49.260709167	-123.254142833	83.7	39.2	331.4	10	1.03		
T	2023-12-08 00:31:14.6	49.260726167	-123.254156500	83.5	39.7	331.4	10	1.12		
T	2023-12-08 00:31:14.8	49.260743333	-123.254170333	83.3	39.6	331.3	10	1.03		
T	2023-12-08 00:31:15	49.260760667	-123.254183833	83.3	39.7	331.7	10	1.12		
T	2023-12-08 00:31:15.2	49.260778333	-123.254197667	83.2	39.6	331.7	9	1.12		
T	2023-12-08 00:31:15.4	49.260795667	-123.254211500	83.2	39.2	331.8	10	1.12		
T	2023-12-08 00:31:15.6	49.260812500	-123.254225333	83.2	38.8	331.7	10	1.03		
T	2023-12-08 00:31:15.8	49.260828500	-123.254238167	83.1	37.9	332.1	10	1.03		
T	2023-12-08 00:31:16	49.260844167	-123.254250833	83.1	37.0	332.0	10	1.03		
T	2023-12-08 00:31:16.2	49.260859833	-123.254263333	83.3	36.2	332.1	10	1.03		
T	2023-12-08 00:31:16.4	49.260875000	-123.254275333	83.3	35.5	332.1	10	1.03		
T	2023-12-08 00:31:16.6	49.260889833	-123.254288833	83.1	35.0	330.9	10	1.47		
T	2023-12-08 00:31:16.8	49.260905500	-123.254300000	83.2	34.9	332.2	9	1.47		
T	2023-12-08 00:31:17	49.260920000	-123.254309833	83.2	33.7	333.4	10	1.47		
T	2023-12-08 00:31:17.2	49.260934000	-123.254321000	83.2	32.9	332.9	10	1.47		
T	2023-12-08 00:31:17.4	49.260948000	-123.254331667	83.3	32.1	332.9	10	1.47		
T	2023-12-08 00:31:17.6	49.260962167	-123.254340667	83.5	31.4	334.4	10	1.47		
T	2023-12-08 00:31:17.8	49.260975167	-123.254350167	83.5	30.1	334.0	10	1.47		
T	2023-12-08 00:31:18	49.260988667	-123.254360000	83.6	29.5	333.3	10	1.47		
T	2023-12-08 00:31:18.2	49.261001667	-123.254369667	83.7	28.7	333.1	10	1.47		
T	2023-12-08 00:31:18.4	49.261014500	-123.254379000	83.8	28.4	333.4	10	1.47		
T	2023-12-08 00:31:18.6	49.261026000	-123.254388500	83.9	27.3	332.7	10	1.47		
T	2023-12-08 00:31:18.8	49.261037667	-123.254395000	84.2	26.1	334.0	10	1.47		
T	2023-12-08 00:31:19	49.261049333	-123.254401833	84.4	26.0	334.9	10	1.47		
T	2023-12-08 00:31:19.2	49.261059333	-123.254409500	84.4	24.2	334.7	10	1.52		
T	2023-12-08 00:31:19.4	49.261068167	-123.254417167	84.4	22.3	333.2	9	1.52		
T	2023-12-08 00:31:19.6	49.261076667	-123.254422833	84.5	20.6	333.5	10	1.52		
T	2023-12-08 00:31:19.8	49.261084167	-123.254429167	84.6	19.5	333.1	10	1.12		
T	2023-12-08 00:31:20	49.261092000	-123.254435333	84.7	18.6	332.6	10	1.52		
T	2023-12-08 00:31:20.2	49.261099833	-123.254441333	84.6	17.8	332.5	10	1.52		
T	2023-12-08 00:31:20.4	49.261107500	-123.254447333	84.5	17.3	332.2	10	1.47		
T	2023-12-08 00:31:20.6	49.261114833	-123.254452667	84.5	16.6	332.0	10	1.52		
T	2023-12-08 00:31:20.8	49.261122167	-123.254457833	84.6	16.4	332.1	9	1.52		
T	2023-12-08 00:31:21	49.261129000	-123.254463500	84.5	16.1	332.5	8	1.52		
T	2023-12-08 00:31:21.2	49.261136167	-123.254468667	84.5	15.9	332.9	9	1.52		
T	2023-12-08 00:31:21.4	49.261143333	-123.254474333	84.6	16.0	332.4	10	1.52		
T	2023-12-08 00:31:21.6	49.261149667	-123.254480833	84.4	15.3	330.9	10	1.52		
T	2023-12-08 00:31:21.8	49.261156000	-123.254488167	84.1	15.2	329.5	10	1.52		
T	2023-12-08 00:31:22	49.261163000	-123.254494667	84.1	15.7	329.2	10	1.47		
T	2023-12-08 00:31:22.2	49.261171500	-123.254500000	84.1	16.9	331.1	10	1.47		
T	2023-12-08 00:31:22.4	49.261179333	-123.254508167	84.2	17.9	331.3	10	1.47		
T	2023-12-08 00:31:22.6	49.261188500	-123.254515500	84.2	18.8	332.1	10	1.47		
T	2023-12-08 00:31:22.8	49.261196833	-123.254523500	84.0	19.1	332.4	10	1.03		
T	2023-12-08 00:31:23	49.261207167	-123.254531000	84.3	20.9	333.4	10	1.03		
T	2023-12-08 00:31:23.2	49.261217833	-123.254541333	84.3	22.3	332.9	10	1.03		
T	2023-12-08 00:31:23.4	49.261228000	-123.254551667	84.1	22.9	332.1	10	1.03		
T	2023-12-08 00:31:23.6	49.261237833	-123.254560333	84.1	22.9	331.6	10	1.03		
T	2023-12-08 00:31:23.8	49.261248333	-123.254569167	84.1	23.4	331.9	10	1.03		
T	2023-12-08 00:31:54.2	49.262879333	-123.256004333	101.6	19.6	328.0	9	1.03		
T	2023-12-08 00:31:54.4	49.262889833	-123.256012167	101.4	20.1	327.2	9	1.03		
T	2023-12-08 00:31:54.6	49.262899167	-123.256021833	101.6	20.5	324.6	9	1.03		
T	2023-12-08 00:31:54.8	49.262908500	-123.256030000	101.6	20.2	323.9	9	1.03		
T	2023-12-08 00:31:55	49.262918667	-123.256034500	101.2	18.9	325.8	9	1.03		
T	2023-12-08 00:31:55.2	49.262927667	-123.256040333	100.6	17.5	326.1	9	1.03		
T	2023-12-08 00:31:55.4	49.262935500	-123.256046667	100.4	16.8	325.4	9	1.03		
T	2023-12-08 00:31:55.6	49.262942000	-123.256054167	100.3	16.1	322.6	9	1.03		
T	2023-12-08 00:31:55.8	49.262947333	-123.256062500	100.0	15.3	318.4	9	1.03		
T	2023-12-08 00:31:56	49.262951833	-123.256071167	99.6	14.7	312.7	9	1.03		
T	2023-12-08 00:31:56.2	49.262957167	-123.256078667	99.3	14.6	309.7	9	1.03		
T	2023-12-08 00:31:56.4	49.262962000	-123.256085667	99.1	14.3	309.0	9	1.03		
T	2023-12-08 00:31:56.6	49.262966500	-123.256093500	98.8	14.1	308.1	9	1.03		
T	2023-12-08 00:31:56.8	49.262971833	-123.256100000	98.5	13.9	308.0	9	1.03		
T	2023-12-08 00:31:57	49.262977333	-123.256105167	98.2	13.0	309.9	9	1.03		
T	2023-12-08 00:31:57.2	49.262980333	-123.256111833	97.8	12.1	307.8	9	1.03		
T	2023-12-08 00:31:57.4	49.262983833	-123.256117667	97.6	11.6	305.1	9	1.03		
T	2023-12-08 00:31:57.6	49.262988000	-123.256123000	97.3	11.1	304.7	9	1.03		
T	2023-12-08 00:31:57.8	49.262992833	-123.256126333	97.1	10.4	308.1	9	1.03		
T	2023-12-08 00:31:58	49.262999833	-123.256129167	96.9	11.0	314.9	9	1.03		
T	2023-12-08 00:31:58.2	49.263005167	-123.256131833	96.8	10.2	319.2	9	1.03		
T	2023-12-08 00:31:58.4	49.263010333	-123.256135333	96.5	9.8	320.5	9	1.03		
T	2023-12-08 00:31:58.6	49.263014833	-123.256139500	96.4	8.9	319.8	9	1.03		
T	2023-12-08 00:31:58.8	49.263020167	-123.256141833	96.1	8.5	321.5	9	1.03		
T	2023-12-08 00:31:59	49.263023667	-123.256144667	96.1	7.8	320.6	9	1.03		
T	2023-12-08 00:31:59.2	49.263028333	-123.256146833	95.8	7.5	320.2	9	1.03		
T	2023-12-08 00:31:59.4	49.263033500	-123.256148333	95.6	7.0	320.8	9	1.03		
T	2023-12-08 00:31:59.6	49.263038667	-123.256149667	95.5	6.4	323.7	9	1.03		
T	2023-12-08 00:31:59.8	49.263042500	-123.256151000	95.5	6.1	325.6	9	1.03		
T	2023-12-08 00:32:00	49.263046333	-123.256151833	95.3	5.6	329.3	9	1.03		
T	2023-12-08 00:32:00.2	49.263049333	-123.256153333	94.9	4.4	327.1	9	1.03		
T	2023-12-08 00:32:00.4	49.263052167	-123.256154333	94.6	3.5	323.4	9	1.03		
T	2023-12-08 00:32:00.6	49.263055500	-123.256155667	94.4	3.3	324.3	9	1.03		
T	2023-12-08 00:32:00.8	49.263059000	-123.256157167	94.2	3.4	328.8	9	1.03		
T	2023-12-08 00:32:01	49.263060833	-123.256158167	94.2	3.0	329.5	9	1.03		
T	2023-12-08 00:32:01.2	49.263062500	-123.256157500	94.0	1.9		9	1.03		
T	2023-12-08 00:32:01.4	49.263065000	-123.256156667	94.0	2.3	343.0	9	1.03		
T	2023-12-08 00:32:01.6	49.263067167	-123.256156500	93.8	1.9		9	1.03		
T	2023-12-08 00:32:01.8	49.263068500	-123.256155833	93.8	1.1		9	1.03		
T	2023-12-08 00:32:02	49.263070500	-123.256155333	93.8	0.9		9	1.03		
T	2023-12-08 00:32:02.2	49.263071333	-123.256155167	93.7	0.3		9	1.03		
T	2023-12-08 00:32:02.4	49.263072500	-123.256154167	93.8	0.1		9	1.03		
T	2023-12-08 00:32:02.6	49.263073167	-123.256152833	93.7	1.0		9	1.03		
T	2023-12-08 00:32:02.8	49.263074333	-123.256152500	93.8	0.6		9	1.03		
T	2023-12-08 00:32:03	49.263075667	-123.256151333	93.4	0.3		9	1.03		
T	2023-12-08 00:32:27.4	49.263099333	-123.255986833	67.8	3.0		7	1.85		
T	2023-12-08 00:32:27.6	49.263094000	-123.255983333	67.2	1.2		7	1.85		
T	2023-12-08 00:32:27.8	49.263090167	-123.255976333	66.6	2.7		7	1.85		
T	2023-12-08 00:32:28	49.263087833	-123.255969333	66.1	4.0		7	1.85		
T	2023-12-08 00:32:28.2	49.263083667	-123.255970167	65.9	3.9		7	1.85		
T	2023-12-08 00:32:28.4	49.263080000	-123.255974667	65.5	3.6		7	1.85		
T	2023-12-08 00:32:28.6	49.263080000	-123.255976833	65.2	2.8		7	1.78		
T	2023-12-08 00:32:28.8	49.263086333	-123.255975833	65.1	0.1		7	1.78		
T	2023-12-08 00:32:29	49.263092500	-123.255979333	65.1	2.6		7	1.78		
T	2023-12-08 00:32:29.2	49.263087333	-123.255979167	65.4	1.0		7	1.78		
T	2023-12-08 00:32:29.4	49.263087500	-123.255980667	65.2	1.2		7	1.78		
T	2023-12-08 00:32:29.6	49.263080000	-123.255986500	65.0	2.4		7	1.78		
T	2023-12-08 00:32:29.8	49.263074333	-123.255992333	65.1	3.7		7	1.78		
T	2023-12-08 00:32:30	49.263075333	-123.256001167	64.8	4.5	321.5	7	1.78		
T	2023-12-08 00:32:30.2	49.263074667	-123.256010333	64.7	5.8	284.1	7	1.78		
T	2023-12-08 00:32:30.4	49.263073333	-123.256013000	64.6	5.3	272.9	7	1.78		
T	2023-12-08 00:32:30.6	49.263069167	-123.256012833	64.7	4.4	262.2	7	1.78		
T	2023-12-08 00:32:30.8	49.263065167	-123.256011833	64.8	3.6		7	1.78		
T	2023-12-08 00:32:31	49.263063167	-123.256015167	64.9	3.6		7	1.78		
T	2023-12-08 00:32:31.2	49.263063500	-123.256020333	64.9	3.8		7	1.78		
